age,marital,housing,loan,contact,month,day_of_week,campaign,previous,poutcome,y,duration_mins,education_level,job_type,income_level
44,married,yes,no,cellular,aug,thu,4,0,nonexistent,no,8,high,white-collar,high
37,single,yes,yes,cellular,aug,thu,1,0,nonexistent,no,2,high,blue-collar,mid
50,married,no,no,telephone,nov,tue,1,0,nonexistent,yes,3,high,white-collar,high
31,single,yes,no,cellular,mar,mon,1,0,nonexistent,no,2,high,white-collar,high
47,married,no,no,cellular,may,mon,1,0,nonexistent,no,4,mid,white-collar,high
42,married,yes,no,cellular,may,fri,2,1,failure,no,2,low,white-collar,high
49,married,no,yes,cellular,aug,fri,2,0,nonexistent,no,4,mid,blue-collar,mid
33,divorced,no,yes,cellular,jul,mon,2,0,nonexistent,no,5,low,blue-collar,mid
31,married,no,no,telephone,jun,wed,1,0,nonexistent,no,20,low,blue-collar,low
46,single,no,yes,cellular,may,mon,1,0,nonexistent,no,3,high,white-collar,high
41,married,no,no,cellular,aug,fri,10,0,nonexistent,no,1,mid,blue-collar,mid
30,married,yes,yes,cellular,aug,tue,1,0,nonexistent,no,2,mid,blue-collar,mid
51,divorced,no,no,cellular,may,wed,5,1,failure,no,1,low,blue-collar,low
52,married,yes,no,cellular,aug,thu,6,0,nonexistent,no,1,low,white-collar,high
42,married,no,no,cellular,jul,tue,3,0,nonexistent,yes,12,low,blue-collar,mid
27,single,yes,yes,cellular,jul,mon,2,0,nonexistent,no,2,mid,white-collar,high
30,married,yes,no,cellular,aug,mon,3,0,nonexistent,no,5,high,white-collar,high
28,married,no,no,telephone,may,fri,3,0,nonexistent,no,3,high,white-collar,high
40,married,yes,no,telephone,may,tue,1,0,nonexistent,no,4,low,blue-collar,low
60,married,yes,no,cellular,may,mon,1,1,failure,yes,3,low,blue-collar,low
38,married,yes,no,telephone,may,mon,2,0,nonexistent,no,7,low,blue-collar,low
32,single,yes,no,cellular,aug,tue,4,0,nonexistent,yes,11,high,blue-collar,mid
33,married,no,yes,cellular,may,wed,1,0,nonexistent,no,0,mid,blue-collar,mid
35,married,no,yes,telephone,may,wed,2,0,nonexistent,no,2,low,white-collar,high
26,married,no,no,cellular,may,wed,2,0,nonexistent,yes,6,high,white-collar,mid
76,married,no,no,telephone,jul,thu,3,0,nonexistent,yes,5,mid,blue-collar,mid
27,married,no,no,telephone,jul,wed,15,0,nonexistent,no,1,mid,blue-collar,mid
57,married,no,no,cellular,aug,wed,3,0,nonexistent,no,7,low,blue-collar,low
38,married,yes,no,telephone,may,tue,1,0,nonexistent,no,13,high,white-collar,high
59,married,yes,no,telephone,may,tue,9,0,nonexistent,no,1,low,out-of-workforce,low
55,married,yes,no,cellular,apr,mon,1,0,nonexistent,yes,3,low,out-of-workforce,low
46,married,yes,no,cellular,aug,wed,5,0,nonexistent,no,1,low,blue-collar,mid
36,married,yes,no,telephone,jun,mon,3,0,nonexistent,no,1,high,white-collar,high
33,married,no,no,telephone,may,fri,2,0,nonexistent,no,1,low,blue-collar,low
42,married,yes,no,cellular,may,fri,1,0,nonexistent,no,4,mid,white-collar,high
37,married,yes,no,telephone,jun,tue,1,0,nonexistent,no,3,mid,blue-collar,low
21,single,yes,no,cellular,jul,wed,1,0,nonexistent,no,3,low,blue-collar,low
34,married,no,no,cellular,aug,thu,2,0,nonexistent,no,3,high,blue-collar,low
31,married,no,no,telephone,may,tue,1,0,nonexistent,yes,16,low,blue-collar,low
42,married,yes,no,cellular,may,fri,2,0,nonexistent,no,4,mid,blue-collar,low
33,single,yes,no,cellular,jul,tue,1,0,nonexistent,no,5,mid,blue-collar,mid
25,single,no,no,telephone,may,tue,3,0,nonexistent,no,4,high,white-collar,mid
32,married,yes,no,telephone,aug,tue,7,0,nonexistent,no,1,high,white-collar,high
24,single,no,no,telephone,may,tue,6,1,failure,no,12,mid,white-collar,high
30,married,yes,no,cellular,may,mon,3,1,failure,no,1,high,white-collar,high
30,married,no,yes,cellular,apr,fri,1,1,failure,no,2,high,white-collar,mid
30,single,yes,no,cellular,nov,wed,1,0,nonexistent,no,12,high,white-collar,high
75,married,no,no,cellular,mar,mon,2,0,nonexistent,no,3,low,out-of-workforce,low
47,divorced,yes,no,cellular,aug,thu,4,0,nonexistent,no,8,high,white-collar,high
36,married,yes,no,telephone,may,thu,4,0,nonexistent,no,7,mid,blue-collar,mid
33,divorced,yes,no,cellular,nov,thu,1,0,nonexistent,no,1,low,blue-collar,low
32,married,yes,no,cellular,jul,thu,1,0,nonexistent,no,5,low,blue-collar,low
30,married,yes,yes,cellular,nov,thu,2,0,nonexistent,no,4,mid,white-collar,high
48,married,no,no,cellular,apr,fri,2,0,nonexistent,no,10,low,blue-collar,low
34,divorced,yes,yes,cellular,apr,fri,2,0,nonexistent,no,4,mid,white-collar,high
27,single,no,no,cellular,may,thu,2,0,nonexistent,no,6,high,white-collar,mid
33,divorced,no,yes,cellular,jul,thu,7,0,nonexistent,no,1,mid,blue-collar,mid
35,single,yes,no,cellular,may,mon,2,1,success,yes,4,low,blue-collar,low
54,married,yes,no,cellular,mar,mon,1,0,nonexistent,yes,2,high,white-collar,high
32,married,yes,yes,cellular,may,wed,1,0,nonexistent,no,3,mid,blue-collar,mid
29,single,no,no,cellular,aug,mon,1,1,success,yes,4,high,blue-collar,mid
54,married,no,no,cellular,aug,mon,1,0,nonexistent,no,2,mid,blue-collar,low
48,married,no,no,telephone,jun,tue,5,0,nonexistent,no,3,low,blue-collar,low
34,single,no,no,telephone,jun,fri,2,0,nonexistent,no,7,mid,blue-collar,mid
24,single,yes,no,cellular,aug,fri,1,1,success,yes,7,low,out-of-workforce,low
30,married,yes,no,telephone,may,fri,3,0,nonexistent,no,4,high,white-collar,high
48,married,yes,no,telephone,jun,thu,2,0,nonexistent,no,8,low,white-collar,mid
33,married,yes,no,cellular,apr,fri,1,0,nonexistent,no,2,mid,blue-collar,mid
31,single,no,no,cellular,jun,tue,1,0,nonexistent,no,2,high,white-collar,high
39,divorced,yes,no,cellular,nov,thu,6,1,failure,no,0,high,white-collar,high
40,married,no,no,cellular,nov,wed,3,0,nonexistent,no,2,low,blue-collar,low
34,married,no,no,telephone,jun,fri,2,0,nonexistent,no,3,high,blue-collar,mid
33,married,no,no,cellular,jun,tue,2,0,nonexistent,no,3,mid,blue-collar,mid
38,married,no,no,cellular,aug,wed,1,0,nonexistent,no,15,high,white-collar,high
42,married,no,no,telephone,may,wed,1,0,nonexistent,no,2,high,white-collar,high
47,married,no,no,cellular,jul,mon,1,0,nonexistent,no,2,low,blue-collar,low
38,married,yes,no,cellular,nov,wed,2,0,nonexistent,no,2,high,white-collar,high
54,divorced,yes,no,telephone,may,wed,4,0,nonexistent,no,5,high,white-collar,high
46,single,yes,yes,cellular,may,mon,2,0,nonexistent,no,1,mid,white-collar,high
44,married,no,no,telephone,jun,mon,1,0,nonexistent,no,4,mid,blue-collar,low
35,married,no,no,telephone,may,tue,2,0,nonexistent,no,2,mid,blue-collar,mid
35,married,yes,no,cellular,aug,wed,3,0,nonexistent,no,4,low,white-collar,mid
27,married,yes,no,telephone,may,tue,2,0,nonexistent,no,6,high,white-collar,high
34,married,yes,no,cellular,jul,wed,1,0,nonexistent,no,3,low,blue-collar,low
44,single,yes,no,cellular,jul,thu,1,0,nonexistent,no,2,mid,blue-collar,mid
44,married,yes,no,cellular,aug,mon,1,0,nonexistent,no,13,low,blue-collar,low
31,single,yes,no,telephone,may,thu,12,0,nonexistent,no,9,mid,blue-collar,mid
38,married,no,no,telephone,may,fri,4,0,nonexistent,no,4,high,blue-collar,mid
54,single,no,no,cellular,jun,wed,1,0,nonexistent,no,2,mid,white-collar,high
66,single,yes,no,cellular,apr,tue,1,0,nonexistent,no,7,high,out-of-workforce,low
30,married,no,no,telephone,may,fri,2,0,nonexistent,no,3,mid,blue-collar,mid
23,single,yes,no,cellular,oct,mon,2,1,failure,yes,4,mid,out-of-workforce,low
33,married,no,no,telephone,may,tue,1,0,nonexistent,no,5,mid,blue-collar,low
48,married,yes,no,telephone,jun,fri,5,0,nonexistent,no,0,low,out-of-workforce,low
39,single,yes,no,cellular,nov,fri,1,0,nonexistent,no,3,mid,white-collar,mid
42,married,no,no,telephone,jul,thu,1,0,nonexistent,no,2,low,blue-collar,low
41,divorced,no,yes,telephone,may,wed,1,0,nonexistent,no,9,mid,blue-collar,mid
27,married,no,no,telephone,may,tue,1,0,nonexistent,no,3,low,blue-collar,low
30,married,yes,no,cellular,may,mon,2,0,nonexistent,no,2,high,blue-collar,mid
44,divorced,no,no,cellular,may,thu,3,0,nonexistent,yes,15,low,blue-collar,low
32,married,no,no,cellular,jul,thu,11,0,nonexistent,yes,11,mid,white-collar,high
31,married,yes,no,cellular,sep,fri,4,0,nonexistent,no,2,mid,blue-collar,mid
52,married,yes,yes,cellular,may,fri,2,1,failure,no,1,mid,white-collar,high
29,single,no,yes,cellular,jun,wed,3,2,success,yes,4,low,out-of-workforce,low
30,married,no,no,cellular,nov,wed,1,1,failure,no,6,mid,blue-collar,low
57,married,no,no,telephone,may,wed,1,0,nonexistent,no,3,high,out-of-workforce,low
32,married,yes,yes,cellular,aug,tue,12,0,nonexistent,no,0,high,white-collar,high
25,single,yes,no,cellular,apr,wed,3,1,failure,no,2,mid,white-collar,high
32,single,yes,no,cellular,aug,tue,3,0,nonexistent,yes,7,high,white-collar,high
42,married,yes,no,telephone,may,mon,4,0,nonexistent,no,51,low,white-collar,high
32,married,no,yes,cellular,nov,thu,2,0,nonexistent,no,6,high,blue-collar,mid
50,married,no,yes,cellular,nov,tue,1,1,failure,no,3,high,white-collar,high
54,married,yes,no,telephone,may,wed,1,0,nonexistent,no,1,mid,white-collar,high
38,single,no,yes,telephone,jun,wed,9,0,nonexistent,no,2,high,white-collar,high
35,married,yes,no,cellular,aug,fri,4,0,nonexistent,no,2,high,white-collar,high
60,married,yes,no,telephone,may,thu,2,0,nonexistent,no,7,low,white-collar,high
55,married,yes,no,cellular,may,tue,2,0,nonexistent,no,4,mid,white-collar,high
52,married,no,no,cellular,aug,fri,5,0,nonexistent,no,2,high,white-collar,high
56,married,yes,no,cellular,jul,wed,1,0,nonexistent,no,2,low,blue-collar,low
29,married,yes,no,cellular,may,wed,1,0,nonexistent,no,1,mid,blue-collar,low
35,married,yes,no,cellular,aug,mon,1,0,nonexistent,no,1,low,blue-collar,low
25,single,yes,no,cellular,nov,wed,1,0,nonexistent,yes,9,mid,blue-collar,mid
30,divorced,yes,no,telephone,jul,tue,9,0,nonexistent,no,7,high,white-collar,high
34,married,no,no,cellular,may,fri,1,1,failure,no,1,low,blue-collar,low
52,married,yes,yes,cellular,aug,wed,4,0,nonexistent,yes,21,low,blue-collar,low
39,single,yes,no,cellular,apr,mon,2,0,nonexistent,no,1,low,blue-collar,mid
28,single,no,no,cellular,jul,thu,1,0,nonexistent,no,7,mid,blue-collar,low
40,married,no,no,cellular,apr,fri,1,0,nonexistent,no,1,low,white-collar,high
32,single,yes,no,cellular,aug,wed,3,0,nonexistent,no,1,high,blue-collar,mid
56,married,no,no,telephone,may,thu,2,0,nonexistent,no,0,low,blue-collar,low
33,married,no,no,telephone,jun,wed,1,0,nonexistent,no,7,high,white-collar,high
34,married,no,no,cellular,aug,tue,1,0,nonexistent,no,1,mid,blue-collar,mid
35,single,yes,yes,cellular,aug,thu,1,0,nonexistent,no,8,high,white-collar,high
37,married,yes,no,telephone,jun,mon,1,0,nonexistent,no,9,low,white-collar,high
30,married,yes,yes,telephone,may,tue,1,0,nonexistent,no,2,low,white-collar,high
46,married,yes,no,cellular,jun,tue,1,0,nonexistent,no,1,low,out-of-workforce,low
50,married,no,no,cellular,jul,fri,1,0,nonexistent,no,2,high,blue-collar,mid
40,married,yes,no,cellular,aug,thu,1,0,nonexistent,no,6,high,white-collar,high
38,married,no,no,telephone,may,tue,3,0,nonexistent,no,2,high,white-collar,high
44,divorced,no,no,cellular,may,mon,4,0,nonexistent,yes,15,mid,blue-collar,mid
35,single,yes,no,cellular,jul,tue,1,1,success,yes,6,mid,blue-collar,mid
39,married,yes,no,cellular,may,thu,3,1,failure,no,21,mid,blue-collar,mid
49,married,no,no,cellular,aug,wed,3,0,nonexistent,no,1,high,white-collar,high
36,married,no,no,cellular,may,mon,1,0,nonexistent,no,1,mid,white-collar,high
28,single,no,no,cellular,jul,fri,3,0,nonexistent,no,5,high,white-collar,high
26,single,no,no,cellular,jul,wed,1,0,nonexistent,no,3,mid,blue-collar,mid
33,divorced,no,no,telephone,apr,fri,3,0,nonexistent,no,7,mid,white-collar,high
47,single,no,no,telephone,jun,tue,1,0,nonexistent,no,4,low,blue-collar,low
47,married,yes,no,telephone,may,mon,2,0,nonexistent,no,3,low,blue-collar,low
32,divorced,yes,no,telephone,may,thu,23,0,nonexistent,no,4,mid,white-collar,high
40,single,no,no,telephone,jun,mon,2,0,nonexistent,no,1,low,blue-collar,low
31,married,yes,no,telephone,jun,tue,1,0,nonexistent,no,0,low,blue-collar,low
34,married,yes,yes,cellular,jul,mon,1,0,nonexistent,no,4,low,blue-collar,low
30,single,yes,yes,telephone,may,mon,1,0,nonexistent,no,4,low,blue-collar,low
35,single,yes,yes,cellular,nov,thu,1,0,nonexistent,no,3,high,white-collar,high
42,divorced,yes,yes,cellular,apr,fri,1,0,nonexistent,no,1,mid,white-collar,high
48,married,yes,no,telephone,jul,tue,1,0,nonexistent,no,5,low,blue-collar,low
25,single,no,no,telephone,jun,tue,7,0,nonexistent,yes,4,high,white-collar,high
30,single,no,no,cellular,apr,wed,4,0,nonexistent,yes,2,low,out-of-workforce,low
56,divorced,yes,no,telephone,may,thu,1,0,nonexistent,no,2,low,white-collar,high
34,divorced,yes,yes,cellular,jul,thu,8,0,nonexistent,no,0,high,blue-collar,mid
38,divorced,yes,no,cellular,nov,thu,3,0,nonexistent,no,2,mid,white-collar,high
26,married,no,no,cellular,jun,wed,1,0,nonexistent,no,7,mid,white-collar,high
32,single,yes,no,telephone,jun,mon,17,0,nonexistent,no,0,low,blue-collar,low
32,single,no,no,telephone,aug,mon,6,0,nonexistent,no,1,high,blue-collar,mid
33,married,yes,yes,telephone,may,fri,1,0,nonexistent,no,4,mid,white-collar,high
46,married,no,no,telephone,jun,mon,3,0,nonexistent,no,3,high,white-collar,high
56,married,yes,no,cellular,jul,thu,1,0,nonexistent,no,2,high,white-collar,high
57,married,yes,no,telephone,may,mon,2,0,nonexistent,no,8,high,white-collar,high
36,married,yes,no,telephone,may,tue,2,0,nonexistent,no,2,low,blue-collar,low
40,married,no,no,telephone,may,tue,1,0,nonexistent,no,2,low,blue-collar,low
36,single,yes,no,cellular,may,mon,3,1,failure,no,1,mid,white-collar,high
44,married,yes,no,cellular,oct,wed,3,1,success,yes,3,high,white-collar,high
36,married,no,no,telephone,may,fri,4,0,nonexistent,no,5,low,blue-collar,low
33,single,no,yes,telephone,may,mon,1,0,nonexistent,no,8,high,blue-collar,mid
35,married,yes,no,telephone,may,thu,3,0,nonexistent,no,6,high,blue-collar,mid
42,divorced,no,no,telephone,may,thu,1,0,nonexistent,no,3,low,blue-collar,low
28,married,yes,no,telephone,jun,tue,2,0,nonexistent,no,1,low,blue-collar,low
42,married,no,no,cellular,may,fri,2,0,nonexistent,no,17,mid,blue-collar,mid
47,married,no,no,cellular,aug,fri,11,0,nonexistent,no,0,low,blue-collar,low
45,divorced,yes,no,cellular,jul,wed,2,0,nonexistent,no,8,low,blue-collar,low
45,divorced,yes,no,cellular,may,tue,1,0,nonexistent,no,5,high,blue-collar,mid
59,married,yes,yes,cellular,may,tue,1,0,nonexistent,no,4,low,blue-collar,low
31,single,no,no,telephone,may,wed,4,0,nonexistent,no,4,low,white-collar,high
49,married,no,no,telephone,may,mon,2,0,nonexistent,no,1,mid,blue-collar,mid
62,married,no,no,cellular,jul,tue,2,0,nonexistent,yes,6,mid,out-of-workforce,low
54,married,no,no,cellular,may,mon,1,1,failure,yes,7,high,white-collar,high
59,married,yes,no,telephone,jun,mon,1,0,nonexistent,no,1,low,blue-collar,low
31,married,no,no,cellular,jul,wed,1,0,nonexistent,no,7,low,blue-collar,low
39,married,no,no,telephone,may,tue,2,0,nonexistent,no,2,mid,blue-collar,mid
27,married,yes,no,telephone,may,wed,2,0,nonexistent,no,3,low,blue-collar,low
33,married,no,yes,cellular,may,thu,1,1,failure,no,2,mid,white-collar,high
46,married,no,no,telephone,may,tue,2,0,nonexistent,no,5,high,white-collar,high
41,married,yes,no,telephone,may,tue,2,0,nonexistent,no,2,low,blue-collar,low
40,married,no,no,cellular,aug,tue,11,0,nonexistent,no,0,high,white-collar,high
30,single,yes,no,cellular,jul,wed,15,0,nonexistent,no,1,high,blue-collar,mid
34,married,no,no,cellular,mar,tue,1,0,nonexistent,yes,8,high,white-collar,high
50,single,yes,no,cellular,jul,tue,7,0,nonexistent,no,4,high,blue-collar,mid
33,married,no,no,telephone,may,fri,1,0,nonexistent,no,3,low,blue-collar,low
56,divorced,yes,no,telephone,jun,tue,5,0,nonexistent,no,1,low,blue-collar,low
32,married,no,no,cellular,jul,tue,1,0,nonexistent,no,1,low,blue-collar,low
37,married,yes,yes,cellular,apr,mon,2,0,nonexistent,no,6,mid,blue-collar,mid
48,married,yes,no,telephone,jun,fri,1,0,nonexistent,no,5,mid,blue-collar,mid
25,single,no,no,cellular,oct,mon,1,2,failure,no,1,mid,blue-collar,mid
31,single,no,no,cellular,aug,thu,3,0,nonexistent,no,4,mid,blue-collar,mid
34,married,yes,no,cellular,nov,wed,1,0,nonexistent,no,3,high,white-collar,high
28,single,yes,no,cellular,may,thu,1,0,nonexistent,no,3,mid,white-collar,high
29,single,no,no,cellular,aug,thu,2,0,nonexistent,no,2,high,white-collar,high
32,married,no,no,telephone,may,wed,1,0,nonexistent,no,2,mid,blue-collar,mid
57,married,no,no,telephone,jun,tue,5,0,nonexistent,no,6,low,blue-collar,low
36,single,yes,yes,telephone,jun,tue,3,0,nonexistent,no,1,high,white-collar,high
27,single,yes,no,cellular,jul,wed,2,0,nonexistent,no,10,high,blue-collar,mid
43,married,yes,no,cellular,nov,mon,2,0,nonexistent,no,7,high,white-collar,high
50,married,no,no,cellular,nov,wed,3,1,failure,no,2,mid,white-collar,high
49,married,yes,no,telephone,jun,fri,3,0,nonexistent,no,1,mid,blue-collar,mid
41,married,yes,no,telephone,jun,wed,3,0,nonexistent,no,1,mid,blue-collar,mid
47,married,yes,yes,telephone,may,mon,6,0,nonexistent,no,2,low,blue-collar,mid
54,divorced,yes,no,telephone,may,tue,3,0,nonexistent,no,1,high,white-collar,high
52,married,yes,no,cellular,nov,thu,1,0,nonexistent,no,6,low,blue-collar,low
32,married,yes,no,cellular,jul,tue,1,0,nonexistent,no,2,low,white-collar,high
48,married,yes,no,cellular,mar,mon,2,0,nonexistent,no,3,high,out-of-workforce,low
52,married,yes,no,cellular,nov,fri,1,0,nonexistent,no,1,low,blue-collar,mid
35,married,yes,no,cellular,jul,mon,3,0,nonexistent,no,4,mid,white-collar,high
42,married,yes,yes,cellular,apr,mon,1,0,nonexistent,no,3,low,blue-collar,low
31,divorced,no,yes,cellular,may,wed,1,0,nonexistent,no,8,low,blue-collar,low
32,married,yes,no,telephone,may,wed,1,0,nonexistent,no,3,low,white-collar,high
49,married,no,no,cellular,aug,tue,9,0,nonexistent,no,7,mid,white-collar,mid
29,divorced,no,no,telephone,may,tue,1,0,nonexistent,no,4,low,blue-collar,low
34,married,no,no,telephone,may,mon,2,0,nonexistent,no,6,high,white-collar,high
41,married,no,no,cellular,jul,mon,8,0,nonexistent,no,6,mid,white-collar,high
46,married,yes,no,telephone,may,mon,5,0,nonexistent,no,1,low,blue-collar,mid
48,married,yes,no,cellular,jul,mon,6,0,nonexistent,no,5,high,blue-collar,low
28,single,no,yes,cellular,aug,wed,1,3,failure,yes,2,low,out-of-workforce,low
38,divorced,yes,no,cellular,may,tue,3,0,nonexistent,no,4,high,out-of-workforce,low
48,single,no,no,cellular,nov,wed,1,0,nonexistent,no,13,high,white-collar,high
31,married,yes,no,cellular,sep,fri,2,1,success,yes,4,high,white-collar,high
35,single,no,no,cellular,aug,wed,3,1,failure,no,5,low,blue-collar,low
33,married,no,no,cellular,aug,fri,1,0,nonexistent,yes,17,low,white-collar,mid
31,married,yes,yes,cellular,may,thu,2,1,failure,no,2,high,white-collar,high
36,single,no,no,cellular,may,fri,3,1,failure,no,2,high,white-collar,high
35,married,yes,yes,telephone,may,mon,1,0,nonexistent,no,1,low,blue-collar,low
36,single,no,no,cellular,aug,fri,1,0,nonexistent,no,7,high,out-of-workforce,low
26,married,no,yes,telephone,may,mon,1,0,nonexistent,no,6,mid,white-collar,high
29,married,yes,yes,telephone,may,wed,1,0,nonexistent,no,4,mid,blue-collar,low
30,single,yes,no,cellular,nov,wed,2,0,nonexistent,yes,21,mid,out-of-workforce,low
25,single,no,no,telephone,may,fri,1,0,nonexistent,no,5,low,blue-collar,low
34,single,yes,no,cellular,apr,mon,1,0,nonexistent,no,4,low,blue-collar,mid
35,married,yes,no,cellular,may,mon,3,0,nonexistent,no,2,mid,white-collar,high
35,single,no,no,telephone,may,thu,7,0,nonexistent,no,0,mid,blue-collar,mid
32,single,no,no,cellular,jul,fri,2,0,nonexistent,no,2,mid,white-collar,high
33,married,yes,yes,cellular,may,mon,2,0,nonexistent,no,5,high,white-collar,high
31,married,yes,no,cellular,jul,wed,1,0,nonexistent,no,2,low,blue-collar,low
54,married,yes,no,cellular,aug,tue,2,0,nonexistent,no,2,low,blue-collar,low
32,married,yes,no,telephone,may,mon,3,0,nonexistent,no,7,mid,white-collar,high
45,married,no,no,telephone,may,tue,1,0,nonexistent,no,2,low,blue-collar,low
38,married,no,no,cellular,nov,tue,2,1,success,yes,3,high,white-collar,high
