age,marital,education_level,job_type,income_level,contact,day_of_week,duration_mins,campaign,previous,poutcome,was_contacted_before,deposited_before,y
51,married,high,out-of-workforce,low,telephone,tue,4,5,0,nonexistent,False,False,no
40,married,mid,white-collar,high,telephone,tue,4,12,0,nonexistent,False,False,no
57,married,low,white-collar,high,cellular,wed,8,1,0,nonexistent,False,False,no
37,married,mid,white-collar,mid,cellular,mon,4,4,0,nonexistent,False,False,no
40,single,mid,white-collar,mid,cellular,mon,3,3,0,nonexistent,False,False,no
57,single,high,out-of-workforce,low,cellular,mon,2,5,0,nonexistent,False,False,no
58,married,low,blue-collar,mid,telephone,mon,1,1,0,nonexistent,False,False,no
29,married,mid,blue-collar,mid,telephone,wed,4,3,0,nonexistent,False,False,no
45,married,low,out-of-workforce,low,cellular,wed,1,4,0,nonexistent,False,False,no
43,married,low,blue-collar,mid,telephone,tue,2,2,0,nonexistent,False,False,no
50,married,mid,blue-collar,mid,cellular,tue,23,1,0,nonexistent,False,False,no
41,married,high,white-collar,mid,cellular,mon,3,2,0,nonexistent,False,False,no
33,married,high,white-collar,mid,cellular,thu,2,1,1,success,True,True,no
32,single,mid,white-collar,mid,telephone,wed,5,1,0,nonexistent,False,False,no
35,married,mid,white-collar,high,cellular,wed,2,1,1,failure,True,False,no
51,divorced,high,white-collar,high,telephone,mon,2,2,0,nonexistent,False,False,no
42,divorced,mid,white-collar,high,cellular,fri,3,1,1,failure,True,False,no
27,single,mid,white-collar,mid,telephone,wed,22,1,0,nonexistent,False,False,yes
28,married,mid,blue-collar,mid,telephone,thu,2,4,0,nonexistent,False,False,no
37,married,high,white-collar,mid,cellular,mon,3,2,1,success,True,True,yes
49,married,low,blue-collar,mid,cellular,fri,3,2,2,failure,True,False,no
58,divorced,mid,white-collar,mid,telephone,thu,1,1,0,nonexistent,False,False,no
35,married,mid,blue-collar,mid,cellular,mon,3,1,0,nonexistent,False,False,no
34,married,mid,blue-collar,mid,cellular,wed,4,11,0,nonexistent,False,False,no
42,married,mid,blue-collar,mid,cellular,mon,4,2,0,nonexistent,False,False,no
36,married,high,out-of-workforce,low,telephone,thu,1,1,0,nonexistent,False,False,no
41,divorced,mid,blue-collar,mid,cellular,mon,3,3,0,nonexistent,False,False,no
37,married,high,white-collar,high,cellular,mon,3,1,0,nonexistent,False,False,no
39,married,low,white-collar,high,telephone,tue,0,1,0,nonexistent,False,False,no
36,married,high,white-collar,mid,telephone,tue,6,2,0,nonexistent,False,False,no
26,single,mid,blue-collar,mid,telephone,tue,7,1,0,nonexistent,False,False,no
27,single,low,blue-collar,mid,cellular,tue,3,1,1,failure,True,False,no
82,divorced,low,blue-collar,mid,cellular,wed,5,1,0,nonexistent,False,False,yes
31,married,low,blue-collar,mid,telephone,wed,5,4,0,nonexistent,False,False,no
52,divorced,mid,blue-collar,mid,telephone,wed,0,5,0,nonexistent,False,False,no
45,married,low,white-collar,mid,telephone,fri,16,2,0,nonexistent,False,False,yes
47,married,mid,blue-collar,mid,cellular,fri,2,3,0,nonexistent,False,False,no
25,married,low,blue-collar,mid,telephone,mon,2,4,0,nonexistent,False,False,no
47,divorced,mid,blue-collar,mid,telephone,wed,6,3,0,nonexistent,False,False,no
40,single,mid,blue-collar,mid,cellular,wed,2,2,0,nonexistent,False,False,no
46,married,low,white-collar,mid,telephone,mon,1,1,0,nonexistent,False,False,no
35,married,mid,blue-collar,mid,telephone,thu,1,1,0,nonexistent,False,False,no
45,married,low,blue-collar,mid,cellular,thu,4,2,1,failure,True,False,no
30,married,high,white-collar,mid,cellular,tue,5,3,1,failure,True,False,no
30,married,high,white-collar,mid,cellular,thu,5,1,0,nonexistent,False,False,no
41,married,low,blue-collar,mid,cellular,tue,1,2,0,nonexistent,False,False,no
38,single,low,blue-collar,mid,telephone,tue,37,1,0,nonexistent,False,False,yes
40,divorced,low,blue-collar,mid,telephone,fri,6,1,0,nonexistent,False,False,no
45,married,mid,white-collar,mid,cellular,fri,5,1,0,nonexistent,False,False,yes
53,married,low,blue-collar,mid,cellular,mon,1,2,1,failure,True,False,no
49,divorced,mid,white-collar,mid,cellular,wed,6,2,0,nonexistent,False,False,no
34,single,high,blue-collar,mid,cellular,tue,3,2,0,nonexistent,False,False,no
46,married,high,out-of-workforce,low,cellular,mon,3,1,0,nonexistent,False,False,no
44,married,low,out-of-workforce,low,telephone,mon,3,1,0,nonexistent,False,False,no
29,single,low,white-collar,mid,cellular,mon,2,1,0,nonexistent,False,False,yes
31,married,high,white-collar,mid,cellular,fri,12,1,1,failure,True,False,yes
26,single,mid,blue-collar,mid,telephone,fri,2,2,0,nonexistent,False,False,no
51,married,high,white-collar,high,cellular,wed,3,1,0,nonexistent,False,False,no
33,single,high,white-collar,high,cellular,tue,2,3,1,failure,True,False,no
56,married,high,out-of-workforce,low,cellular,wed,4,1,1,success,True,True,yes
53,married,high,white-collar,high,telephone,tue,2,3,0,nonexistent,False,False,no
48,divorced,low,blue-collar,mid,telephone,tue,6,3,0,nonexistent,False,False,no
59,divorced,low,blue-collar,mid,cellular,thu,6,1,0,nonexistent,False,False,yes
37,married,high,white-collar,mid,telephone,thu,1,1,0,nonexistent,False,False,no
37,married,low,blue-collar,mid,cellular,wed,6,10,0,nonexistent,False,False,no
34,married,high,white-collar,high,telephone,thu,5,3,0,nonexistent,False,False,no
37,married,mid,out-of-workforce,low,telephone,wed,1,16,0,nonexistent,False,False,no
29,divorced,mid,white-collar,mid,cellular,mon,1,6,0,nonexistent,False,False,no
29,married,high,blue-collar,mid,telephone,mon,3,5,0,nonexistent,False,False,no
45,married,low,white-collar,mid,cellular,thu,0,14,0,nonexistent,False,False,no
71,married,low,out-of-workforce,low,cellular,mon,2,3,0,nonexistent,False,False,no
36,divorced,mid,blue-collar,mid,telephone,thu,4,2,0,nonexistent,False,False,no
45,married,low,white-collar,high,cellular,thu,3,1,3,failure,True,False,no
48,married,mid,blue-collar,mid,cellular,fri,1,1,0,nonexistent,False,False,no
55,married,mid,blue-collar,mid,cellular,mon,1,1,0,nonexistent,False,False,no
54,divorced,high,white-collar,mid,telephone,thu,3,1,0,nonexistent,False,False,no
42,married,low,white-collar,high,telephone,thu,8,2,0,nonexistent,False,False,no
39,married,low,white-collar,mid,telephone,wed,0,6,0,nonexistent,False,False,no
27,single,high,blue-collar,mid,cellular,thu,2,1,0,nonexistent,False,False,no
44,single,mid,blue-collar,mid,cellular,wed,7,1,0,nonexistent,False,False,yes
26,married,high,blue-collar,mid,cellular,wed,3,1,0,nonexistent,False,False,no
45,married,low,blue-collar,mid,telephone,thu,2,1,0,nonexistent,False,False,no
28,married,high,blue-collar,mid,cellular,thu,7,1,0,nonexistent,False,False,no
36,married,mid,blue-collar,mid,cellular,fri,5,1,1,success,True,True,yes
48,married,mid,blue-collar,mid,cellular,mon,1,5,2,success,True,True,no
27,single,high,blue-collar,mid,cellular,mon,0,5,0,nonexistent,False,False,no
31,single,mid,blue-collar,mid,cellular,wed,4,1,1,failure,True,False,no
37,married,mid,white-collar,mid,cellular,fri,6,1,0,nonexistent,False,False,no
47,divorced,high,blue-collar,mid,cellular,tue,6,1,3,failure,True,False,yes
33,divorced,mid,white-collar,mid,cellular,thu,1,1,0,nonexistent,False,False,no
38,married,low,blue-collar,mid,telephone,mon,9,1,0,nonexistent,False,False,no
37,married,mid,blue-collar,mid,cellular,fri,1,2,0,nonexistent,False,False,no
31,married,mid,blue-collar,mid,cellular,mon,11,4,0,nonexistent,False,False,no
55,married,mid,white-collar,mid,telephone,thu,3,1,0,nonexistent,False,False,no
39,married,low,blue-collar,mid,telephone,fri,9,1,0,nonexistent,False,False,no
37,married,low,blue-collar,mid,telephone,tue,6,4,0,nonexistent,False,False,no
43,married,low,white-collar,mid,cellular,wed,3,5,0,nonexistent,False,False,no
47,married,high,white-collar,high,cellular,tue,8,3,0,nonexistent,False,False,yes
51,married,high,white-collar,mid,telephone,tue,2,1,0,nonexistent,False,False,no
34,single,mid,out-of-workforce,low,telephone,wed,2,8,0,nonexistent,False,False,no
36,married,high,white-collar,high,cellular,wed,3,3,3,success,True,True,yes
31,divorced,high,white-collar,mid,cellular,thu,3,1,0,nonexistent,False,False,no
29,married,high,white-collar,mid,cellular,fri,9,3,2,failure,True,False,yes
33,divorced,mid,blue-collar,mid,cellular,tue,11,4,0,nonexistent,False,False,no
28,married,low,white-collar,high,telephone,fri,4,1,0,nonexistent,False,False,no
36,married,high,white-collar,mid,cellular,mon,3,2,1,failure,True,False,no
44,married,high,white-collar,mid,cellular,tue,2,1,0,nonexistent,False,False,no
45,divorced,high,white-collar,high,cellular,tue,3,2,0,nonexistent,False,False,no
37,married,high,white-collar,mid,cellular,thu,1,5,0,nonexistent,False,False,no
41,single,high,blue-collar,mid,cellular,wed,2,1,0,nonexistent,False,False,no
28,single,mid,blue-collar,mid,cellular,wed,9,2,1,success,True,True,no
42,married,high,white-collar,mid,cellular,mon,2,1,0,nonexistent,False,False,no
30,married,mid,blue-collar,mid,telephone,tue,9,2,0,nonexistent,False,False,no
48,married,low,blue-collar,mid,cellular,thu,2,1,0,nonexistent,False,False,no
42,divorced,low,blue-collar,mid,telephone,fri,1,1,0,nonexistent,False,False,no
50,married,low,white-collar,mid,cellular,thu,0,14,0,nonexistent,False,False,no
42,married,high,white-collar,mid,cellular,thu,3,5,0,nonexistent,False,False,no
57,married,high,white-collar,high,telephone,mon,2,3,0,nonexistent,False,False,no
29,married,mid,blue-collar,mid,cellular,fri,2,1,0,nonexistent,False,False,no
35,married,high,white-collar,mid,telephone,tue,4,4,0,nonexistent,False,False,no
26,single,low,blue-collar,mid,cellular,tue,3,5,0,nonexistent,False,False,no
45,married,high,white-collar,high,cellular,wed,18,4,1,failure,True,False,yes
32,single,mid,blue-collar,mid,telephone,wed,3,2,0,nonexistent,False,False,no
35,married,mid,white-collar,mid,cellular,tue,6,3,0,nonexistent,False,False,yes
29,married,mid,blue-collar,mid,cellular,mon,6,1,0,nonexistent,False,False,no
27,married,mid,blue-collar,mid,cellular,fri,3,2,0,nonexistent,False,False,no
70,married,high,out-of-workforce,low,telephone,mon,3,2,2,success,True,True,no
38,divorced,low,blue-collar,mid,telephone,wed,4,1,0,nonexistent,False,False,no
53,married,low,white-collar,mid,telephone,mon,2,1,0,nonexistent,False,False,no
42,married,low,blue-collar,mid,telephone,tue,5,2,0,nonexistent,False,False,no
43,married,low,blue-collar,mid,cellular,fri,3,2,0,nonexistent,False,False,no
28,single,mid,out-of-workforce,low,telephone,wed,10,6,0,nonexistent,False,False,no
27,single,mid,blue-collar,mid,telephone,thu,2,2,0,nonexistent,False,False,no
50,single,mid,blue-collar,mid,cellular,thu,3,1,1,failure,True,False,yes
47,married,mid,white-collar,mid,cellular,thu,8,1,0,nonexistent,False,False,no
29,single,high,white-collar,mid,telephone,wed,4,2,0,nonexistent,False,False,no
36,single,high,white-collar,mid,cellular,thu,2,1,0,nonexistent,False,False,no
34,single,high,white-collar,mid,cellular,mon,2,4,0,nonexistent,False,False,no
34,married,mid,blue-collar,mid,cellular,fri,1,1,0,nonexistent,False,False,no
39,single,low,blue-collar,mid,telephone,wed,6,1,0,nonexistent,False,False,no
38,married,low,blue-collar,mid,cellular,thu,1,2,1,failure,True,False,no
37,married,low,blue-collar,mid,cellular,thu,3,3,0,nonexistent,False,False,no
60,divorced,low,out-of-workforce,low,telephone,mon,4,4,0,nonexistent,False,False,no
57,married,low,blue-collar,mid,cellular,wed,17,1,0,nonexistent,False,False,yes
39,single,high,white-collar,mid,cellular,mon,5,1,0,nonexistent,False,False,no
38,divorced,low,blue-collar,mid,telephone,thu,3,1,0,nonexistent,False,False,no
44,married,low,white-collar,mid,telephone,tue,2,5,0,nonexistent,False,False,no
59,married,low,white-collar,mid,cellular,tue,5,1,0,nonexistent,False,False,no
39,married,high,white-collar,mid,cellular,thu,6,4,0,nonexistent,False,False,no
34,married,low,blue-collar,mid,telephone,tue,3,1,0,nonexistent,False,False,no
53,married,low,blue-collar,mid,telephone,tue,12,2,0,nonexistent,False,False,no
31,single,high,white-collar,mid,cellular,thu,7,3,0,nonexistent,False,False,no
55,married,low,out-of-workforce,low,cellular,wed,8,1,0,nonexistent,False,False,no
34,married,low,blue-collar,mid,cellular,thu,4,1,1,failure,True,False,no
33,married,low,blue-collar,mid,telephone,wed,3,1,0,nonexistent,False,False,no
32,divorced,mid,white-collar,mid,telephone,tue,5,1,0,nonexistent,False,False,no
36,single,low,blue-collar,mid,cellular,fri,5,3,1,failure,True,False,no
42,married,mid,white-collar,mid,cellular,mon,11,2,1,failure,True,False,yes
37,married,high,white-collar,mid,cellular,thu,5,1,0,nonexistent,False,False,no
34,married,mid,blue-collar,mid,cellular,fri,2,1,1,failure,True,False,no
41,married,low,blue-collar,mid,telephone,mon,4,2,0,nonexistent,False,False,no
52,divorced,high,white-collar,mid,cellular,fri,1,1,0,nonexistent,False,False,no
44,married,mid,blue-collar,mid,telephone,thu,9,2,0,nonexistent,False,False,no
47,married,mid,white-collar,high,telephone,wed,2,3,0,nonexistent,False,False,no
47,married,low,white-collar,high,telephone,fri,4,3,0,nonexistent,False,False,no
27,single,high,white-collar,mid,cellular,fri,4,2,1,failure,True,False,yes
29,married,low,blue-collar,mid,cellular,mon,2,2,2,failure,True,False,no
36,married,mid,blue-collar,mid,telephone,fri,3,2,0,nonexistent,False,False,no
32,married,mid,white-collar,mid,telephone,mon,3,1,0,nonexistent,False,False,no
56,married,mid,blue-collar,mid,cellular,fri,4,5,0,nonexistent,False,False,no
35,married,high,white-collar,mid,cellular,thu,0,10,0,nonexistent,False,False,no
47,divorced,low,blue-collar,mid,cellular,wed,3,2,0,nonexistent,False,False,no
48,married,high,blue-collar,mid,cellular,fri,2,2,0,nonexistent,False,False,no
33,married,low,blue-collar,mid,cellular,mon,4,2,0,nonexistent,False,False,no
29,married,mid,blue-collar,mid,telephone,mon,1,6,0,nonexistent,False,False,no
85,married,low,out-of-workforce,low,cellular,fri,2,2,0,nonexistent,False,False,no
37,married,low,blue-collar,mid,cellular,thu,4,1,1,failure,True,False,no
31,single,mid,blue-collar,mid,telephone,mon,2,4,0,nonexistent,False,False,no
48,married,mid,white-collar,high,cellular,tue,12,1,0,nonexistent,False,False,yes
33,divorced,high,white-collar,mid,cellular,thu,3,1,0,nonexistent,False,False,no
48,divorced,mid,blue-collar,mid,telephone,fri,4,2,0,nonexistent,False,False,no
34,single,high,white-collar,mid,telephone,tue,3,1,0,nonexistent,False,False,yes
35,single,mid,blue-collar,mid,cellular,wed,1,2,1,failure,True,False,no
44,married,low,out-of-workforce,low,cellular,wed,3,1,0,nonexistent,False,False,no
39,married,mid,blue-collar,mid,cellular,wed,3,3,0,nonexistent,False,False,no
33,married,mid,white-collar,mid,cellular,wed,5,2,0,nonexistent,False,False,no
36,single,high,white-collar,mid,telephone,thu,2,1,0,nonexistent,False,False,no
26,single,high,white-collar,mid,telephone,mon,1,2,0,nonexistent,False,False,no
57,married,mid,blue-collar,mid,cellular,mon,3,2,0,nonexistent,False,False,no
39,married,mid,white-collar,mid,cellular,thu,2,8,0,nonexistent,False,False,no
33,married,low,blue-collar,mid,telephone,fri,2,1,0,nonexistent,False,False,no
72,married,low,out-of-workforce,low,cellular,wed,7,4,0,nonexistent,False,False,yes
36,divorced,low,blue-collar,mid,cellular,mon,6,1,0,nonexistent,False,False,no
36,married,high,blue-collar,mid,telephone,tue,3,1,0,nonexistent,False,False,no
56,married,high,white-collar,mid,cellular,fri,2,5,0,nonexistent,False,False,no
37,married,mid,blue-collar,mid,telephone,thu,3,1,0,nonexistent,False,False,no
37,single,mid,blue-collar,mid,cellular,wed,2,2,0,nonexistent,False,False,no
35,married,low,blue-collar,mid,telephone,thu,6,1,0,nonexistent,False,False,no
24,single,mid,blue-collar,mid,cellular,mon,2,2,1,failure,True,False,no
29,single,mid,blue-collar,mid,telephone,mon,3,4,0,nonexistent,False,False,no
55,married,low,out-of-workforce,low,cellular,tue,10,4,0,nonexistent,False,False,no
43,married,low,blue-collar,mid,telephone,fri,26,2,0,nonexistent,False,False,no
29,single,mid,blue-collar,mid,cellular,fri,3,1,0,nonexistent,False,False,no
56,married,high,white-collar,high,telephone,thu,12,2,0,nonexistent,False,False,no
34,single,high,white-collar,mid,cellular,fri,1,2,0,nonexistent,False,False,no
20,single,mid,blue-collar,mid,cellular,thu,15,3,0,nonexistent,False,False,no
30,married,high,blue-collar,mid,telephone,tue,11,2,0,nonexistent,False,False,yes
37,married,high,white-collar,mid,cellular,mon,6,1,0,nonexistent,False,False,no
29,married,mid,blue-collar,mid,cellular,thu,5,1,0,nonexistent,False,False,no
28,married,mid,blue-collar,mid,telephone,wed,4,2,0,nonexistent,False,False,no
39,married,mid,white-collar,mid,telephone,tue,3,2,0,nonexistent,False,False,no
45,married,low,blue-collar,mid,telephone,tue,4,1,0,nonexistent,False,False,no
37,divorced,low,blue-collar,mid,cellular,thu,6,2,0,nonexistent,False,False,no
48,married,mid,white-collar,mid,cellular,fri,5,1,0,nonexistent,False,False,no
46,married,mid,blue-collar,mid,cellular,wed,4,1,0,nonexistent,False,False,no
27,married,low,white-collar,mid,cellular,mon,3,3,0,nonexistent,False,False,no
34,married,high,blue-collar,mid,cellular,thu,1,1,0,nonexistent,False,False,no
51,married,low,out-of-workforce,low,cellular,fri,1,2,0,nonexistent,False,False,no
23,married,mid,blue-collar,mid,cellular,mon,6,1,2,success,True,True,yes
36,single,high,white-collar,mid,cellular,wed,6,3,0,nonexistent,False,False,no
27,single,mid,blue-collar,mid,cellular,fri,13,1,0,nonexistent,False,False,yes
31,married,low,blue-collar,mid,telephone,wed,3,1,0,nonexistent,False,False,no
44,married,high,blue-collar,mid,cellular,thu,7,2,0,nonexistent,False,False,yes
30,single,mid,out-of-workforce,low,cellular,tue,1,1,1,failure,True,False,no
49,married,high,white-collar,mid,telephone,mon,0,1,0,nonexistent,False,False,no
53,married,low,blue-collar,mid,cellular,mon,1,5,0,nonexistent,False,False,no
41,divorced,low,blue-collar,mid,telephone,tue,12,1,0,nonexistent,False,False,no
33,single,high,white-collar,mid,telephone,fri,1,1,0,nonexistent,False,False,no
32,single,high,blue-collar,mid,cellular,tue,1,3,0,nonexistent,False,False,no
57,married,mid,blue-collar,mid,telephone,wed,11,2,0,nonexistent,False,False,yes
